{'source': 'The Sergeant', 'itemName': 'Region Resource', 'rarity': 'Common', 'chance': 97.42, 'tablename': 'resourceByAvatar'}
{'source': 'Mimic', 'itemName': 'Orokin Cell', 'rarity': 'Rare', 'chance': 0.65, 'tablename': 'resourceByAvatar'}
{'source': 'Polished Storage Container', 'itemName': 'Region Resource', 'rarity': 'Common', 'chance': 19.36, 'tablename': 'resourceByAvatar'}
{'source': 'Polished Storage Container', 'itemName': 'Nav Coordinate', 'rarity': 'Uncommon', 'chance': 5.64, 'tablename': 'resourceByAvatar'}
{'source': 'Polished Storage Crate', 'itemName': 'Region Resource', 'rarity': 'Common', 'chance': 18.97, 'tablename': 'resourceByAvatar'}
{'source': 'Polished Storage Crate', 'itemName': 'Nav Coordinate', 'rarity': 'Uncommon', 'chance': 5.53, 'tablename': 'resourceByAvatar'}
{'source': 'Polished Storage Crate', 'itemName': 'Oxium', 'rarity': 'Rare', 'chance': 0.5, 'tablename': 'resourceByAvatar'}
{'source': 'Nascent Membroid (Level 0 - 50)', 'itemName': 'Carbides', 'rarity': 'Uncommon', 'chance': 25.81, 'tablename': 'resourceByAvatar'}
{'source': 'Nascent Membroid (Level 0 - 50)', 'itemName': 'Cubic Diodes', 'rarity': 'Uncommon', 'chance': 25.81, 'tablename': 'resourceByAvatar'}
{'source': 'Nascent Membroid (Level 0 - 50)', 'itemName': 'Titanium', 'rarity': 'Uncommon', 'chance': 25.81, 'tablename': 'resourceByAvatar'}
{'source': 'Nascent Membroid (Level 0 - 50)', 'itemName': 'Isos', 'rarity': 'Uncommon', 'chance': 22.56, 'tablename': 'resourceByAvatar'}
{'source': 'Nascent Membroid (Level 51 - 75)', 'itemName': 'Carbides', 'rarity': 'Uncommon', 'chance': 25.81, 'tablename': 'resourceByAvatar'}
{'source': 'Nascent Membroid (Level 51 - 75)', 'itemName': 'Cubic Diodes', 'rarity': 'Uncommon', 'chance': 25.81, 'tablename': 'resourceByAvatar'}
{'source': 'Nascent Membroid (Level 51 - 75)', 'itemName': 'Titanium', 'rarity': 'Uncommon', 'chance': 25.81, 'tablename': 'resourceByAvatar'}
{'source': 'Nascent Membroid (Level 51 - 75)', 'itemName': 'Asterite', 'rarity': 'Uncommon', 'chance': 11.28, 'tablename': 'resourceByAvatar'}
{'source': 'Nascent Membroid (Level 51 - 75)', 'itemName': 'Gallos Rods', 'rarity': 'Uncommon', 'chance': 11.28, 'tablename': 'resourceByAvatar'}
{'source': 'Nascent Membroid (Level 76 - 100)', 'itemName': 'Carbides', 'rarity': 'Uncommon', 'chance': 25.81, 'tablename': 'resourceByAvatar'}
{'source': 'Nascent Membroid (Level 76 - 100)', 'itemName': 'Cubic Diodes', 'rarity': 'Uncommon', 'chance': 25.81, 'tablename': 'resourceByAvatar'}
{'source': 'Nascent Membroid (Level 76 - 100)', 'itemName': 'Titanium', 'rarity': 'Uncommon', 'chance': 25.81, 'tablename': 'resourceByAvatar'}
{'source': 'Nascent Membroid (Level 76 - 100)', 'itemName': 'Gallos Rods', 'rarity': 'Uncommon', 'chance': 22.56, 'tablename': 'resourceByAvatar'}
{'source': 'Mature Membroid (Level 0 - 50)', 'itemName': 'Carbides', 'rarity': 'Uncommon', 'chance': 25.49, 'tablename': 'resourceByAvatar'}
{'source': 'Mature Membroid (Level 0 - 50)', 'itemName': 'Cubic Diodes', 'rarity': 'Uncommon', 'chance': 25.49, 'tablename': 'resourceByAvatar'}
{'source': 'Mature Membroid (Level 0 - 50)', 'itemName': 'Titanium', 'rarity': 'Uncommon', 'chance': 25.49, 'tablename': 'resourceByAvatar'}
{'source': 'Mature Membroid (Level 0 - 50)', 'itemName': 'Isos', 'rarity': 'Uncommon', 'chance': 20.17, 'tablename': 'resourceByAvatar'}
{'source': 'Mature Membroid (Level 0 - 50)', 'itemName': 'Aucrux Capacitors', 'rarity': 'Rare', 'chance': 3.36, 'tablename': 'resourceByAvatar'}
{'source': 'Mature Membroid (Level 51 - 75)', 'itemName': 'Carbides', 'rarity': 'Common', 'chance': 45.35, 'tablename': 'resourceByAvatar'}
{'source': 'Mature Membroid (Level 51 - 75)', 'itemName': 'Cubic Diodes', 'rarity': 'Uncommon', 'chance': 27.33, 'tablename': 'resourceByAvatar'}
{'source': 'Mature Membroid (Level 51 - 75)', 'itemName': 'Titanium', 'rarity': 'Uncommon', 'chance': 27.33, 'tablename': 'resourceByAvatar'}
{'source': 'Mature Membroid (Level 51 - 75)', 'itemName': 'Asterite', 'rarity': 'Legendary', 'chance': None, 'tablename': 'resourceByAvatar'}
{'source': 'Mature Membroid (Level 51 - 75)', 'itemName': 'Gallos Rods', 'rarity': 'Legendary', 'chance': None, 'tablename': 'resourceByAvatar'}
{'source': 'Mature Membroid (Level 51 - 75)', 'itemName': 'Komms', 'rarity': 'Legendary', 'chance': None, 'tablename': 'resourceByAvatar'}
{'source': 'Mature Membroid (Level 76 - 100)', 'itemName': 'Carbides', 'rarity': 'Common', 'chance': 37.28, 'tablename': 'resourceByAvatar'}
{'source': 'Mature Membroid (Level 76 - 100)', 'itemName': 'Cubic Diodes', 'rarity': 'Uncommon', 'chance': 22.47, 'tablename': 'resourceByAvatar'}
{'source': 'Mature Membroid (Level 76 - 100)', 'itemName': 'Titanium', 'rarity': 'Uncommon', 'chance': 22.47, 'tablename': 'resourceByAvatar'}
{'source': 'Mature Membroid (Level 76 - 100)', 'itemName': 'Asterite', 'rarity': 'Uncommon', 'chance': 17.78, 'tablename': 'resourceByAvatar'}
{'source': 'Mature Membroid (Level 76 - 100)', 'itemName': 'Aucrux Capacitors', 'rarity': 'Legendary', 'chance': None, 'tablename': 'resourceByAvatar'}
{'source': 'Mature Membroid (Level 76 - 100)', 'itemName': 'Komms', 'rarity': 'Legendary', 'chance': None, 'tablename': 'resourceByAvatar'}
{'source': 'Apex Membroid (Level 0 - 50)', 'itemName': 'Carbides', 'rarity': 'Uncommon', 'chance': 24.64, 'tablename': 'resourceByAvatar'}
{'source': 'Apex Membroid (Level 0 - 50)', 'itemName': 'Cubic Diodes', 'rarity': 'Uncommon', 'chance': 24.64, 'tablename': 'resourceByAvatar'}
{'source': 'Apex Membroid (Level 0 - 50)', 'itemName': 'Titanium', 'rarity': 'Uncommon', 'chance': 24.64, 'tablename': 'resourceByAvatar'}
{'source': 'Apex Membroid (Level 0 - 50)', 'itemName': 'Isos', 'rarity': 'Uncommon', 'chance': 20.29, 'tablename': 'resourceByAvatar'}
{'source': 'Apex Membroid (Level 0 - 50)', 'itemName': 'Aucrux Capacitors', 'rarity': 'Rare', 'chance': 5.8, 'tablename': 'resourceByAvatar'}
{'source': 'Apex Membroid (Level 51 - 75)', 'itemName': 'Carbides', 'rarity': 'Common', 'chance': 59.68, 'tablename': 'resourceByAvatar'}
{'source': 'Apex Membroid (Level 51 - 75)', 'itemName': 'Cubic Diodes', 'rarity': 'Uncommon', 'chance': 20.16, 'tablename': 'resourceByAvatar'}
{'source': 'Apex Membroid (Level 51 - 75)', 'itemName': 'Titanium', 'rarity': 'Uncommon', 'chance': 20.16, 'tablename': 'resourceByAvatar'}
{'source': 'Apex Membroid (Level 51 - 75)', 'itemName': 'Asterite', 'rarity': 'Legendary', 'chance': None, 'tablename': 'resourceByAvatar'}
{'source': 'Apex Membroid (Level 51 - 75)', 'itemName': 'Gallos Rods', 'rarity': 'Legendary', 'chance': None, 'tablename': 'resourceByAvatar'}
{'source': 'Apex Membroid (Level 51 - 75)', 'itemName': 'Komms', 'rarity': 'Legendary', 'chance': None, 'tablename': 'resourceByAvatar'}
{'source': 'Apex Membroid (Level 76 - 100)', 'itemName': 'Carbides', 'rarity': 'Common', 'chance': 51.19, 'tablename': 'resourceByAvatar'}
{'source': 'Apex Membroid (Level 76 - 100)', 'itemName': 'Cubic Diodes', 'rarity': 'Uncommon', 'chance': 17.29, 'tablename': 'resourceByAvatar'}
{'source': 'Apex Membroid (Level 76 - 100)', 'itemName': 'Titanium', 'rarity': 'Uncommon', 'chance': 17.29, 'tablename': 'resourceByAvatar'}
{'source': 'Apex Membroid (Level 76 - 100)', 'itemName': 'Gallos Rods', 'rarity': 'Uncommon', 'chance': 14.24, 'tablename': 'resourceByAvatar'}
{'source': 'Apex Membroid (Level 76 - 100)', 'itemName': 'Aucrux Capacitors', 'rarity': 'Legendary', 'chance': None, 'tablename': 'resourceByAvatar'}
{'source': 'Apex Membroid (Level 76 - 100)', 'itemName': 'Nullstones', 'rarity': 'Legendary', 'chance': None, 'tablename': 'resourceByAvatar'}
{'source': 'Juvenile Membroid (Level 0 - 50)', 'itemName': 'Isos', 'rarity': 'Uncommon', 'chance': 32.59, 'tablename': 'resourceByAvatar'}
{'source': 'Juvenile Membroid (Level 0 - 50)', 'itemName': 'Carbides', 'rarity': 'Uncommon', 'chance': 22.47, 'tablename': 'resourceByAvatar'}
{'source': 'Juvenile Membroid (Level 0 - 50)', 'itemName': 'Cubic Diodes', 'rarity': 'Uncommon', 'chance': 22.47, 'tablename': 'resourceByAvatar'}
{'source': 'Juvenile Membroid (Level 0 - 50)', 'itemName': 'Titanium', 'rarity': 'Uncommon', 'chance': 22.47, 'tablename': 'resourceByAvatar'}
{'source': 'Juvenile Membroid (Level 51 - 75)', 'itemName': 'Carbides', 'rarity': 'Uncommon', 'chance': 26.84, 'tablename': 'resourceByAvatar'}
{'source': 'Juvenile Membroid (Level 51 - 75)', 'itemName': 'Cubic Diodes', 'rarity': 'Uncommon', 'chance': 26.84, 'tablename': 'resourceByAvatar'}
{'source': 'Juvenile Membroid (Level 51 - 75)', 'itemName': 'Titanium', 'rarity': 'Uncommon', 'chance': 26.84, 'tablename': 'resourceByAvatar'}
{'source': 'Juvenile Membroid (Level 51 - 75)', 'itemName': 'Gallos Rods', 'rarity': 'Uncommon', 'chance': 19.47, 'tablename': 'resourceByAvatar'}
{'source': 'Juvenile Membroid (Level 51 - 75)', 'itemName': 'Asterite', 'rarity': 'Legendary', 'chance': None, 'tablename': 'resourceByAvatar'}
{'source': 'Juvenile Membroid (Level 76 - 100)', 'itemName': 'Titanium', 'rarity': 'Common', 'chance': 45.35, 'tablename': 'resourceByAvatar'}
{'source': 'Juvenile Membroid (Level 76 - 100)', 'itemName': 'Carbides', 'rarity': 'Uncommon', 'chance': 27.33, 'tablename': 'resourceByAvatar'}
{'source': 'Juvenile Membroid (Level 76 - 100)', 'itemName': 'Cubic Diodes', 'rarity': 'Uncommon', 'chance': 27.33, 'tablename': 'resourceByAvatar'}
{'source': 'Juvenile Membroid (Level 76 - 100)', 'itemName': 'Asterite', 'rarity': 'Legendary', 'chance': None, 'tablename': 'resourceByAvatar'}
{'source': 'Observation Drone', 'itemName': 'Region Resource', 'rarity': 'Common', 'chance': 7, 'tablename': 'resourceByAvatar'}
{'source': 'Thermal Sludge Cannister', 'itemName': 'Thermal Sludge', 'rarity': 'Common', 'chance': 100, 'tablename': 'resourceByAvatar'}
{'source': 'Coolant Raknoid', 'itemName': 'Powercell', 'rarity': 'Common', 'chance': 100, 'tablename': 'resourceByAvatar'}
{'source': 'Scyto Raknoid', 'itemName': 'Calda Toroid', 'rarity': 'Common', 'chance': 20, 'tablename': 'resourceByAvatar'}
{'source': 'Special Duty Coildrive', 'itemName': 'Region Resource', 'rarity': 'Common', 'chance': 7, 'tablename': 'resourceByAvatar'}
{'source': 'Thermic Raknoid', 'itemName': 'Region Resource', 'rarity': 'Common', 'chance': 15, 'tablename': 'resourceByAvatar'}
{'source': 'Mite Raknoid', 'itemName': 'Vega Toroid', 'rarity': 'Common', 'chance': 1, 'tablename': 'resourceByAvatar'}
{'source': 'Terra Ambulas', 'itemName': 'Region Resource', 'rarity': 'Common', 'chance': 15, 'tablename': 'resourceByAvatar'}
{'source': 'Terra Manker', 'itemName': 'Region Resource', 'rarity': 'Common', 'chance': 15, 'tablename': 'resourceByAvatar'}
{'source': 'Terra Manker', 'itemName': 'Region Resource', 'rarity': 'Common', 'chance': 15, 'tablename': 'resourceByAvatar'}
{'source': 'Armaments Director', 'itemName': 'Region Resource', 'rarity': 'Common', 'chance': 15, 'tablename': 'resourceByAvatar'}
{'source': 'Vivisect Director', 'itemName': 'Region Resource', 'rarity': 'Common', 'chance': 15, 'tablename': 'resourceByAvatar'}
{'source': 'Sentient Research Director', 'itemName': 'Region Resource', 'rarity': 'Common', 'chance': 15, 'tablename': 'resourceByAvatar'}
{'source': 'Vallis Surveillance Drone', 'itemName': 'Region Resource', 'rarity': 'Common', 'chance': 7, 'tablename': 'resourceByAvatar'}
{'source': 'Terra Detron Crewman', 'itemName': 'Region Resource', 'rarity': 'Common', 'chance': 15, 'tablename': 'resourceByAvatar'}
{'source': 'Terra Attack Drone', 'itemName': 'Region Resource', 'rarity': 'Common', 'chance': 10, 'tablename': 'resourceByAvatar'}
{'source': 'Terra Attack Drone', 'itemName': 'Region Resource', 'rarity': 'Common', 'chance': 10, 'tablename': 'resourceByAvatar'}
{'source': 'Terra Research Crewman', 'itemName': 'Region Resource', 'rarity': 'Common', 'chance': 15, 'tablename': 'resourceByAvatar'}
{'source': 'Terra Elite Provisor', 'itemName': 'Region Resource', 'rarity': 'Common', 'chance': 15, 'tablename': 'resourceByAvatar'}
{'source': 'Terra Provisor', 'itemName': 'Region Resource', 'rarity': 'Common', 'chance': 15, 'tablename': 'resourceByAvatar'}
{'source': 'Terra Provisor', 'itemName': 'Region Resource', 'rarity': 'Common', 'chance': 15, 'tablename': 'resourceByAvatar'}
{'source': 'Terra Elite Overtaker', 'itemName': 'Region Resource', 'rarity': 'Common', 'chance': 15, 'tablename': 'resourceByAvatar'}
{'source': 'Terra Overtaker', 'itemName': 'Region Resource', 'rarity': 'Common', 'chance': 15, 'tablename': 'resourceByAvatar'}
{'source': 'Terra Overtaker', 'itemName': 'Region Resource', 'rarity': 'Common', 'chance': 15, 'tablename': 'resourceByAvatar'}
{'source': 'Terra Jailer', 'itemName': 'Region Resource', 'rarity': 'Common', 'chance': 15, 'tablename': 'resourceByAvatar'}
{'source': 'Terra Cestra Manker', 'itemName': 'Region Resource', 'rarity': 'Common', 'chance': 15, 'tablename': 'resourceByAvatar'}
{'source': 'Terra Raptor Sx', 'itemName': 'Region Resource', 'rarity': 'Common', 'chance': 15, 'tablename': 'resourceByAvatar'}
{'source': 'Terra Elite Raptor Sx', 'itemName': 'Region Resource', 'rarity': 'Common', 'chance': 15, 'tablename': 'resourceByAvatar'}
{'source': 'Terra Elite Crewman', 'itemName': 'Region Resource', 'rarity': 'Common', 'chance': 15, 'tablename': 'resourceByAvatar'}
{'source': 'Terra Elite Trencher', 'itemName': 'Region Resource', 'rarity': 'Common', 'chance': 15, 'tablename': 'resourceByAvatar'}
{'source': 'Icemire Hyena', 'itemName': 'Region Resource', 'rarity': 'Common', 'chance': 97.42, 'tablename': 'resourceByAvatar'}
{'source': 'Icemire Hyena', 'itemName': 'Orokin Cell', 'rarity': 'Rare', 'chance': 2.58, 'tablename': 'resourceByAvatar'}
{'source': 'Rabbleback Hyena', 'itemName': 'Region Resource', 'rarity': 'Common', 'chance': 97.42, 'tablename': 'resourceByAvatar'}
{'source': 'Rabbleback Hyena', 'itemName': 'Orokin Cell', 'rarity': 'Rare', 'chance': 2.58, 'tablename': 'resourceByAvatar'}
{'source': 'Gyre Hyena', 'itemName': 'Region Resource', 'rarity': 'Common', 'chance': 97.42, 'tablename': 'resourceByAvatar'}
{'source': 'Gyre Hyena', 'itemName': 'Orokin Cell', 'rarity': 'Rare', 'chance': 2.58, 'tablename': 'resourceByAvatar'}
{'source': 'Cinderthresh Hyena', 'itemName': 'Region Resource', 'rarity': 'Common', 'chance': 97.42, 'tablename': 'resourceByAvatar'}
{'source': 'Cinderthresh Hyena', 'itemName': 'Orokin Cell', 'rarity': 'Rare', 'chance': 2.58, 'tablename': 'resourceByAvatar'}
{'source': 'Terra Embattor Moa', 'itemName': 'Region Resource', 'rarity': 'Common', 'chance': 15, 'tablename': 'resourceByAvatar'}
{'source': 'Terra Elite Embattor Moa', 'itemName': 'Region Resource', 'rarity': 'Common', 'chance': 15, 'tablename': 'resourceByAvatar'}
{'source': 'Terra Moa', 'itemName': 'Region Resource', 'rarity': 'Common', 'chance': 15, 'tablename': 'resourceByAvatar'}
{'source': 'Terra Moa', 'itemName': 'Region Resource', 'rarity': 'Common', 'chance': 15, 'tablename': 'resourceByAvatar'}
{'source': 'Terra Anti Moa', 'itemName': 'Region Resource', 'rarity': 'Common', 'chance': 15, 'tablename': 'resourceByAvatar'}
{'source': 'Terra Anti Moa', 'itemName': 'Region Resource', 'rarity': 'Common', 'chance': 15, 'tablename': 'resourceByAvatar'}
{'source': 'Terra Nullifier Crewman', 'itemName': 'Region Resource', 'rarity': 'Common', 'chance': 15, 'tablename': 'resourceByAvatar'}
{'source': 'Terra Railgun Moa', 'itemName': 'Region Resource', 'rarity': 'Common', 'chance': 15, 'tablename': 'resourceByAvatar'}
{'source': 'Terra Railgun Moa', 'itemName': 'Region Resource', 'rarity': 'Common', 'chance': 15, 'tablename': 'resourceByAvatar'}
{'source': 'Terra Crewman', 'itemName': 'Region Resource', 'rarity': 'Common', 'chance': 15, 'tablename': 'resourceByAvatar'}
{'source': 'Terra Crewman', 'itemName': 'Region Resource', 'rarity': 'Common', 'chance': 15, 'tablename': 'resourceByAvatar'}
{'source': 'Terra Shield Osprey', 'itemName': 'Region Resource', 'rarity': 'Common', 'chance': 7, 'tablename': 'resourceByAvatar'}
{'source': 'Terra Shield Osprey', 'itemName': 'Region Resource', 'rarity': 'Common', 'chance': 10, 'tablename': 'resourceByAvatar'}
{'source': 'Terra Shield Osprey', 'itemName': 'Region Resource', 'rarity': 'Common', 'chance': 10, 'tablename': 'resourceByAvatar'}
{'source': 'Terra Shockwave Moa', 'itemName': 'Region Resource', 'rarity': 'Common', 'chance': 15, 'tablename': 'resourceByAvatar'}
{'source': 'Terra Shockwave Moa', 'itemName': 'Region Resource', 'rarity': 'Common', 'chance': 15, 'tablename': 'resourceByAvatar'}
{'source': 'Terra Trencher', 'itemName': 'Region Resource', 'rarity': 'Common', 'chance': 15, 'tablename': 'resourceByAvatar'}
{'source': 'Terra Trencher', 'itemName': 'Region Resource', 'rarity': 'Common', 'chance': 15, 'tablename': 'resourceByAvatar'}
{'source': 'Terra Plasmor Crewman', 'itemName': 'Region Resource', 'rarity': 'Common', 'chance': 15, 'tablename': 'resourceByAvatar'}
{'source': 'Terra Plasmor Crewman', 'itemName': 'Region Resource', 'rarity': 'Common', 'chance': 15, 'tablename': 'resourceByAvatar'}
{'source': 'Terra Sniper Crewman', 'itemName': 'Region Resource', 'rarity': 'Common', 'chance': 15, 'tablename': 'resourceByAvatar'}
{'source': 'Terra Sniper Crewman', 'itemName': 'Region Resource', 'rarity': 'Common', 'chance': 15, 'tablename': 'resourceByAvatar'}
{'source': 'Terra Oxium Osprey', 'itemName': 'Region Resource', 'rarity': 'Common', 'chance': 10, 'tablename': 'resourceByAvatar'}
{'source': 'Terra Turret Osprey', 'itemName': 'Region Resource', 'rarity': 'Common', 'chance': 7, 'tablename': 'resourceByAvatar'}
{'source': 'Terra Turret Osprey', 'itemName': 'Region Resource', 'rarity': 'Common', 'chance': 10, 'tablename': 'resourceByAvatar'}
{'source': 'Corpus Trencher Target', 'itemName': 'Region Resource', 'rarity': 'Common', 'chance': 15, 'tablename': 'resourceByAvatar'}
{'source': 'Corpus Cestra Target', 'itemName': 'Region Resource', 'rarity': 'Common', 'chance': 15, 'tablename': 'resourceByAvatar'}
{'source': 'Corpus Supra Target', 'itemName': 'Region Resource', 'rarity': 'Common', 'chance': 15, 'tablename': 'resourceByAvatar'}
{'source': 'Corpus Sniper Target', 'itemName': 'Region Resource', 'rarity': 'Common', 'chance': 15, 'tablename': 'resourceByAvatar'}
{'source': 'Coildrive', 'itemName': 'Region Resource', 'rarity': 'Common', 'chance': 7, 'tablename': 'resourceByAvatar'}
{'source': 'Kyta Raknoid', 'itemName': 'Sola Toroid', 'rarity': 'Common', 'chance': 20, 'tablename': 'resourceByAvatar'}
{'source': 'Chroma', 'itemName': 'Region Resource', 'rarity': 'Common', 'chance': 4, 'tablename': 'resourceByAvatar'}
{'source': 'Narmer Scyto Raknoid', 'itemName': 'Calda Toroid', 'rarity': 'Common', 'chance': 20, 'tablename': 'resourceByAvatar'}
{'source': 'Narmer Cache', 'itemName': 'Region Resource', 'rarity': 'Common', 'chance': 19.36, 'tablename': 'resourceByAvatar'}
{'source': 'Narmer Cache', 'itemName': 'Nav Coordinate', 'rarity': 'Uncommon', 'chance': 5.64, 'tablename': 'resourceByAvatar'}
{'source': 'Rogg-417', 'itemName': 'Region Resource', 'rarity': 'Common', 'chance': 7, 'tablename': 'resourceByAvatar'}
{'source': 'Primm', 'itemName': 'Region Resource', 'rarity': 'Common', 'chance': 10, 'tablename': 'resourceByAvatar'}
{'source': 'Verd-Ie', 'itemName': 'Region Resource', 'rarity': 'Common', 'chance': 10, 'tablename': 'resourceByAvatar'}
{'source': 'Omnipak', 'itemName': 'Region Resource', 'rarity': 'Common', 'chance': 18.97, 'tablename': 'resourceByAvatar'}
{'source': 'Omnipak', 'itemName': 'Nav Coordinate', 'rarity': 'Uncommon', 'chance': 5.53, 'tablename': 'resourceByAvatar'}
{'source': 'Omnipak', 'itemName': 'Oxium', 'rarity': 'Rare', 'chance': 0.5, 'tablename': 'resourceByAvatar'}
{'source': 'Carrypod', 'itemName': 'Region Resource', 'rarity': 'Common', 'chance': 18.97, 'tablename': 'resourceByAvatar'}
{'source': 'Carrypod', 'itemName': 'Nav Coordinate', 'rarity': 'Uncommon', 'chance': 5.53, 'tablename': 'resourceByAvatar'}
{'source': 'Carrypod', 'itemName': 'Oxium', 'rarity': 'Rare', 'chance': 0.5, 'tablename': 'resourceByAvatar'}
{'source': 'Molted Cask', 'itemName': 'Forma', 'rarity': 'Common', 'chance': 100, 'tablename': 'resourceByAvatar'}
{'source': 'Ancient Molted Cask', 'itemName': 'Forma', 'rarity': 'Common', 'chance': 100, 'tablename': 'resourceByAvatar'}
{'source': 'Reinforced Carrypod', 'itemName': 'Region Resource', 'rarity': 'Common', 'chance': 18.97, 'tablename': 'resourceByAvatar'}
{'source': 'Reinforced Carrypod', 'itemName': 'Nav Coordinate', 'rarity': 'Uncommon', 'chance': 5.53, 'tablename': 'resourceByAvatar'}
{'source': 'Reinforced Carrypod', 'itemName': 'Oxium', 'rarity': 'Rare', 'chance': 0.5, 'tablename': 'resourceByAvatar'}
{'source': 'Orb Vallis - Temple of Profit Enemies', 'itemName': 'Region Resource', 'rarity': 'Common', 'chance': 9, 'tablename': 'resourceByAvatar'}
{'source': 'Orb Vallis - Temple of Profit Enemies', 'itemName': 'Sola Toroid', 'rarity': 'Uncommon', 'chance': 2, 'tablename': 'resourceByAvatar'}
